,index,tweet_text,emotion_in_tweet_is_directed_at,label,tweet_text_cln,alt_label,class,pred_label,pred_scores
2171,2171,"No way! #atx #sxsw RT @mention Just found out the Apple pop-up store is scheduled to close on Sunday, let's hope it is only a rumor!",,No emotion toward brand or product,"No way! RT Just found out the Apple pop-up store is scheduled to close on Sunday, let's hope it is only a rumor!",NEU,1,NEU,0.8401201963424683
2172,2172,"#CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV &amp; computers: {link} by @mention  #SXSW #google",,No emotion toward brand or product,"to launch &quot;TV everywhere&quot; service for mobile, Google TV &amp; computers: {link} by",NEU,1,NEU,0.5514940023422241
2173,2173,We just launched our iPad app at #SXSW! Get all the details + the first edition FREE: {link},,No emotion toward brand or product,We just launched our iPad app at Get all the details + the first edition FREE: {link},NEU,1,POS,0.5015907287597656
2174,2174,We just launched SPIN's iPad app at #SXSW. Tons of #music #photos #videos and more! Whatcha think? {link},iPad or iPhone App,Positive emotion,We just launched SPIN's iPad app at Tons of and more! Whatcha think? {link},POS,2,POS,0.6228922009468079
2175,2175,"HeyWire launches group chat with Facebook, Google and Twitter #sxsw {link}",,No emotion toward brand or product,"HeyWire launches group chat with Facebook, Google and Twitter {link}",NEU,1,NEU,0.9103984832763672
2176,2176,#Google launching a &quot;major&quot; new social network at #sxsw,,No emotion toward brand or product,launching a &quot;major&quot; new social network at,NEU,1,NEU,0.9423067569732666
2177,2177,#Google launching a &quot;major&quot; new social network at #sxsw ... Wonder what that can be...,,No emotion toward brand or product,launching a &quot;major&quot; new social network at ... Wonder what that can be...,NEU,1,NEU,0.8403168320655823
2178,2178,"Ran the gauntlet to get a seat in ipad design talk, expect it'll be overflowing #sxsw",,No emotion toward brand or product,"Ran the gauntlet to get a seat in ipad design talk, expect it'll be overflowing",NEU,1,NEU,0.8130081295967102
2179,2179,"5th Ave, Austin #sxsw #ipad2 lines. {link}",,No emotion toward brand or product,"5th Ave, Austin lines. {link}",NEU,1,NEU,0.9836031198501587
2180,2180,You #GDGTAustin attendees are havin FUN! Happy #SXSW! Stop by on your way out. Last chance to win an iPad 2!,,No emotion toward brand or product,You attendees are havin FUN! Happy Stop by on your way out. Last chance to win an iPad 2!,NEU,1,POS,0.9923601746559143
2181,2181,"Going to Austin for #SXSW? The @mention Austin guide for #iPhone is free from Mar 9-15, {link} #lp",,No emotion toward brand or product,"Going to Austin for The Austin guide for is free from Mar 9-15, {link}",NEU,1,NEU,0.9795807003974915
2182,2182,Austinjs autocorrects to Sisyphus on the iPhone. Just sayin'. #sxsw,iPhone,No emotion toward brand or product,Austinjs autocorrects to Sisyphus on the iPhone. Just sayin'.,NEU,1,NEU,0.8931974768638611
2183,2183,"I don't have a television, but still have a two-screen expierence: iPhone and iPad. #psych #SXSW",iPhone,Positive emotion,"I don't have a television, but still have a two-screen expierence: iPhone and iPad.",POS,2,NEU,0.6099399924278259
2184,2184,&quot;I have my iPhone and @mention - Paul Reubens #sxsw,,No emotion toward brand or product,&quot;I have my iPhone and - Paul Reubens,NEU,1,NEU,0.6349716782569885
2185,2185,"The ppl have spoken &quot;great #SXSW session w/ Bing, Google and Danny Sullivan. Bring it back next year with a LARGER room!&quot;: #qagb #sxswi",Google,Positive emotion,"The ppl have spoken &quot;great session w/ Bing, Google and Danny Sullivan. Bring it back next year with a LARGER room!&quot;:",POS,2,POS,0.9903036952018738
2186,2186,"Anyone leaving #sxsw with an iPhone/iPad and time to kill in airports or on flights, download Tiny Wings. You're welcome, and I'm sorry.",iPad or iPhone App,Positive emotion,"Anyone leaving with an iPhone/iPad and time to kill in airports or on flights, download Tiny Wings. You're welcome, and I'm sorry.",POS,2,NEU,0.7943539619445801
2187,2187,#Google Saving Drivers Time and Fuel {link} #seo #sem #googlemaps #mobile #topnews #sxsw,Other Google product or service,Positive emotion,Saving Drivers Time and Fuel {link},POS,2,POS,0.8951408863067627
2188,2188,Matthew Davis/Designing for iPad- &quot;the web has been like a strip mall of content...&quot; #sxsw,iPad,Positive emotion,Matthew Davis/Designing for iPad- &quot;the web has been like a strip mall of content...&quot;,POS,2,NEU,0.8083208799362183
2189,2189,Think I saw @mention or a lookalike in line for iPad 2 @mention Apple pop-up shop at #SXSW. He's got an awesome (&amp; very profitable) YouTube channel,,No emotion toward brand or product,Think I saw or a lookalike in line for iPad 2 Apple pop-up shop at He's got an awesome (&amp; very profitable) YouTube channel,NEU,1,POS,0.9506065845489502
2190,2190,iPad giveaway for using @mention at #sxsw {link},iPad,Positive emotion,iPad giveaway for using at {link},POS,2,NEU,0.5003147721290588
2191,2191,"Stepping away from the computer, leaving my iPhone in the den.  #disconnectedSundays  #booya.  Have a good avro #SXSW",,No emotion toward brand or product,"Stepping away from the computer, leaving my iPhone in the den. Have a good avro",NEU,1,NEU,0.6845989227294922
2192,2192,Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!,iPad,Positive emotion,Win this awesome iPad from QuiBids and custom case if we catch you at wearing an openbeta VIP badge!,POS,2,POS,0.9618048667907715
2193,2193,@mention awesome. I traded in #sxsw last year for the iPad 1.,iPad,Positive emotion,awesome. I traded in last year for the iPad 1.,POS,2,POS,0.558635950088501
2194,2194,"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention",iPad or iPhone App,Positive emotion,"RT haha, awesomely rad iPad app by {link} (via",POS,2,POS,0.9904407262802124
2195,2195,"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention @mention",iPad or iPhone App,Positive emotion,"RT haha, awesomely rad iPad app by {link} (via",POS,2,POS,0.9904407262802124
2196,2196,Piece of awesomeness: Arduino + android = Flaming skulls  {link} @mention @mention #sxsw #smartthings,Android,Positive emotion,Piece of awesomeness: Arduino + android = Flaming skulls {link},POS,2,POS,0.9836751818656921
2197,2197,#sxsw today = @mention &amp; his iphone game and @mention &amp; @mention More and more a celeb/brand destination. #marketing,,No emotion toward brand or product,today = &amp; his iphone game and &amp; More and more a celeb/brand destination.,NEU,1,NEU,0.5884612202644348
2198,2198,"Dude, I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for #SXSW! {link}",iPad,Positive emotion,"Dude, I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for {link}",POS,2,POS,0.7892685532569885
2199,2199,Giving away an iPad 2 at this panel. Wish me luck! #sxsw,iPad,Positive emotion,Giving away an iPad 2 at this panel. Wish me luck!,POS,2,POS,0.9162210822105408
2200,2200,Giving away an iPad to sharers who invite the most friends to join AOS this #SXSW @mention The Ginger Man {link},iPad,Positive emotion,Giving away an iPad to sharers who invite the most friends to join AOS this The Ginger Man {link},POS,2,POS,0.663783848285675
2201,2201,"Giving away Apple gift cards in exchange 4 serious style. Find us on 6th or by the conv cntr. U look hot, we'll do the rest. #SXSW fashion",Apple,Positive emotion,"Giving away Apple gift cards in exchange 4 serious style. Find us on 6th or by the conv cntr. U look hot, we'll do the rest. fashion",POS,2,POS,0.7971010208129883
2202,2202,"Android may be gaining market share, but you'd never know it at #sxsw. Apparently our industry movers and shakers are Apple loyalists.",,Positive emotion,"Android may be gaining market share, but you'd never know it at Apparently our industry movers and shakers are Apple loyalists.",POS,2,NEU,0.805077850818634
2203,2203,"Have to say, pretty smart timing for #Apple to drop the #ipad2 right on top of #SXSW. it's nearly all that anyones talking about.",iPad,Positive emotion,"Have to say, pretty smart timing for to drop the right on top of it's nearly all that anyones talking about.",POS,2,POS,0.507865309715271
2204,2204,"Have to say, when I heard &quot;pop up Apple store&quot; I pictured something more along the lines of a inflatable bouncy castle. #SXSW",,No emotion toward brand or product,"Have to say, when I heard &quot;pop up Apple store&quot; I pictured something more along the lines of a inflatable bouncy castle.",NEU,1,NEU,0.6595730185508728
2205,2205,Marissa Mayer @mention : Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #sxsw via @mention,,No emotion toward brand or product,Marissa Mayer : Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} via,NEU,1,NEU,0.5009409189224243
2206,2206,Marissa Mayer @mention future: not AR but &quot;contextual discovery&quot;-- image+location+personalized context+recommendations #SXSW,,No emotion toward brand or product,Marissa Mayer future: not AR but &quot;contextual discovery&quot;-- image+location+personalized context+recommendations,NEU,1,POS,0.5928047299385071
2207,2207,"Marissa Mayer #sxsw Google &quot;making smart phones smarter&quot; &amp; life more efficient: knowing your sched --&gt; suggest flights, maps, weather &amp; more",Google,Positive emotion,"Marissa Mayer Google &quot;making smart phones smarter&quot; &amp; life more efficient: knowing your sched --&gt; suggest flights, maps, weather &amp; more",POS,2,POS,0.9528703093528748
2208,2208,"Marissa Mayer at #SXSW: 150 M users of Google Maps for mobile. For 1st time ever, an app born for web has more use as a mobile app.",,No emotion toward brand or product,"Marissa Mayer at 150 M users of Google Maps for mobile. For 1st time ever, an app born for web has more use as a mobile app.",NEU,1,NEU,0.8599385619163513
2209,2209,Marissa Mayer at #sxsw: 150 Million people use Google Maps on mobile devices. That's up 50% since Aug 2010 - {link} #in,,No emotion toward brand or product,Marissa Mayer at 150 Million people use Google Maps on mobile devices. That's up 50% since Aug 2010 - {link},NEU,1,NEU,0.6922630667686462
2210,2210,Marissa Mayer demonstrating the google art project. Take a museum tour  without leaving home. Art for the masses. #sxsw,,No emotion toward brand or product,Marissa Mayer demonstrating the google art project. Take a museum tour without leaving home. Art for the masses.,NEU,1,POS,0.5991480350494385
2211,2211,Marissa Mayer from @mention &quot;mobile is a cursor&quot; #SXSW ... Demo of next gen google maps is really impressive btw,Other Google product or service,Positive emotion,Marissa Mayer from &quot;mobile is a cursor&quot; ... Demo of next gen google maps is really impressive btw,POS,2,POS,0.9018732309341431
2212,2212,Marissa Mayer of Google speaking at #SXSW mobile phone usage of google maps surpassed online use in the past couple months,Other Google product or service,Positive emotion,Marissa Mayer of Google speaking at mobile phone usage of google maps surpassed online use in the past couple months,POS,2,POS,0.632498562335968
2213,2213,Melissa Mayer of Google says credit card companies can predict a divorce with 98% accuracy based on spending patterns alone. #SXSW #guardian,,No emotion toward brand or product,Melissa Mayer of Google says credit card companies can predict a divorce with 98% accuracy based on spending patterns alone.,NEU,1,NEU,0.8042648434638977
2214,2214,Merissa Mayer of Google - study of mail-order purchases led to 98% accuracy in predicting divorces two years in advance. #SXSW,,No emotion toward brand or product,Merissa Mayer of Google - study of mail-order purchases led to 98% accuracy in predicting divorces two years in advance.,NEU,1,NEU,0.684940755367279
2215,2215,Marissa Mayer rechristening augmented reality as &quot;contextual discovery at #sxsw #sxswi #google #tcs_dw,,No emotion toward brand or product,Marissa Mayer rechristening augmented reality as &quot;contextual discovery at,NEU,1,NEU,0.9133317470550537
2216,2216,"Marissa Mayer talks the future of Google maps and discusses Hotpot, its answer to location-based ratings and recommendations #SXSW -KEK",Other Google product or service,Positive emotion,"Marissa Mayer talks the future of Google maps and discusses Hotpot, its answer to location-based ratings and recommendations -KEK",POS,2,NEU,0.8268607258796692
2217,2217,Marissa Mayer-taking phone location data from a ski hill and laying the elapsed movement of skiiers onto Google maps. #sxsw,,No emotion toward brand or product,Marissa Mayer-taking phone location data from a ski hill and laying the elapsed movement of skiiers onto Google maps.,NEU,1,NEU,0.9311378598213196
